Country Group Name,Subject Descriptor,Units,Scale,Country/Series-specific Notes,2019,2020,2021,2022,2023,2024,2025,2026,Estimates Start After
Other advanced economies (Advanced economies excluding G7 and euro area),Exports of goods and services,U.S. dollars,Billions,,"4,203.13","3,892.03","4,681.87","4,971.09","5,209.67","5,449.07","5,681.52","5,924.82",
Other advanced economies (Advanced economies excluding G7 and euro area),Financial account balance,U.S. dollars,Billions,,320.14,368.818,513.203,494.939,495.984,493.038,487.054,489.984,
Other advanced economies (Advanced economies excluding G7 and euro area),"Direct investment, net",U.S. dollars,Billions,,-73.137,-2.217,-65.005,-33.792,-50.096,-49.487,-54.932,-55.991,
Other advanced economies (Advanced economies excluding G7 and euro area),"Portfolio investment, net",U.S. dollars,Billions,,305.058,269.957,294.01,295.737,296.898,315.355,322.884,343.016,
Other advanced economies (Advanced economies excluding G7 and euro area),"Financial derivatives, net",U.S. dollars,Billions,,23.037,7.161,12.824,19.115,4.794,5.872,1.413,-1.706,
Other advanced economies (Advanced economies excluding G7 and euro area),"Other investment, net",U.S. dollars,Billions,,34.467,-213.406,66.075,81.486,132.661,106.656,109.218,97.119,
Other advanced economies (Advanced economies excluding G7 and euro area),Change in reserves,U.S. dollars,Billions,,30.699,306.968,204.634,131.832,111.126,113.985,107.758,106.774,
Other advanced economies (Advanced economies excluding G7 and euro area),"External debt, total",U.S. dollars,Billions,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),"External debt, total",Percent of GDP,,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),"External debt, total",Percent of exports of goods and services,,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),"External debt, total debt service",U.S. dollars,Billions,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),"External debt, total debt service",Percent of GDP,,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),"External debt, total debt service",Percent of exports of goods and services,,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),"External debt, total debt service, interest",U.S. dollars,Billions,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),"External debt, total debt service, interest",Percent of GDP,,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),"External debt, total debt service, interest",Percent of exports of goods and services,,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),"External debt, total debt service, amortization",U.S. dollars,Billions,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),"External debt, total debt service, amortization",Percent of GDP,,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),"External debt, total debt service, amortization",Percent of exports of goods and services,,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),Commodity Price Index includes both Fuel and Non-Fuel Price Indices,"Index, 2016=100",,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),Commodity Non-Fuel Price Index includes Food and Beverages and Industrial Inputs Price Indices,"Index, 2016=100",,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),Commodity Industrial Inputs Price Index includes Agricultural Raw Materials and Metals Price Indices,"Index, 2016=100",,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),"Crude Oil (petroleum), simple average of three spot prices; Dated Brent, West Texas Intermediate, and the Dubai Fateh, US$ per barrel",U.S. dollars,Units,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),"Crude Oil (petroleum),  Dated Brent, light blend 38 API, fob U.K., US$ per barrel",U.S. dollars,Units,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),"Oil; Dubai, medium, Fateh 32 API, fob Dubai Crude Oil (petroleum), Dubai Fateh Fateh 32 API, US$ per barrel",U.S. dollars,Units,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),"Crude Oil (petroleum), West Texas Intermediate 40 API, Midland Texas, US$ per barrel",U.S. dollars,Units,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),"Commodity Fuel (energy) Index includes Crude oil (petroleum), Natural Gas, and Coal Price Indices","Index, 2016=100",,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),"Crude Oil (petroleum), Price index simple average of three spot prices (APSP); Dated Brent, West Texas Intermediate, and the Dubai Fateh","Index, 2016=100",,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),"Commodity Natural Gas Price Index includes European, Japanese, and American Natural Gas Price Indices","Index, 2016=100",,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),"Natural Gas, Russian Natural Gas border price in Germany, US$ per million metric British thermal units of gas",U.S. dollars,Units,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),"Natural Gas, Indonesian Liquified Natural Gas in Japan, US$ per million metric British thermal units of liquid",U.S. dollars,Units,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),"Natural Gas, Natural Gas spot price at the Henry Hub terminal in Louisiana, US$ per million metric British thermal units of gas",U.S. dollars,Units,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),Commodity Coal Price Index includes Australian and South African Coal,"Index, 2016=100",,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),"Coal, Australian thermal coal, 1200- btu/pound, less than 1% sulfur, 14% ash, FOB Newcastle/Port Kembla, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),"Coal, South African export price, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),Commodity Food and Beverage Price Index includes Food and Beverage Price Indices,"Index, 2016=100",,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),"Commodity Food Price Index includes Cereal, Vegetable Oils, Meat, Seafood, Sugar, Bananas, and Oranges Price Indices","Index, 2016=100",,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),"Commodity Cereals Price Index includes Wheat, Maize (Corn), Rice, and Barley","Index, 2016=100",,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),"Wheat, No.1 Hard Red Winter, ordinary protein, FOB Gulf of Mexico, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),"Maize (corn), U.S. No.2 Yellow, FOB Gulf of Mexico, U.S. price, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),"Rice, 5 percent broken milled white rice, Thailand nominal price quote, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),"Barley, Canadian no.1 Western Barley, spot price, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),"Commodity Vegetable Oil Index includes Soybean, Soybean Meal, Soybean Oil, Rapeseed Oil, Palm Oil, Sunflower Oil, Olive Oil, Fishmeal, and Groundnut Price Indices","Index, 2016=100",,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),"Soybeans, U.S. soybeans, Chicago Soybean futures contract (first contract forward) No. 2 yellow and par, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),"Soybean Meal, Chicago Soybean Meal Futures (first contract forward) Minimum 48 percent protein, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),"Soybean Oil, Chicago Soybean Oil Futures (first contract forward) exchange approved grades, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),"Rapeseed oil, crude, FOB Rotterdam, US$ per metric ton",U.S. dollars,Units,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),"Palm oil, Malaysia Palm Oil Futures (first contract forward) 4-5 percent FFA, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),"Sunflower Oil, US export price from Gulf of Mexico, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),"Olive Oil, extra virgin less than 1% free fatty acid, ex-tanker price U.K., US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),"Fishmeal, Peru Fish meal/pellets 65% protein, CIF, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),"Groundnuts (peanuts), 40/50 (40 to 50 count per ounce), cif Argentina, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),"Commodity Meat Price Index includes Beef, Lamb, Swine (pork), and Poultry Price Indices","Index, 2016=100",,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),"Beef, Australian and New Zealand 85% lean fores, FOB U.S. import price, US cents per pound",U.S. cents,Units,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),"Lamb, frozen carcass Smithfield London, US cents per pound",U.S. cents,Units,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),"Swine (pork), 51-52% lean Hogs, U.S. price, US cents per pound",U.S. cents,Units,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),"Poultry (chicken), Whole bird spot price, Georgia docks, US cents per pound",U.S. cents,Units,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),Commodity Seafood Index includes Fish (salmon) and Shrimp Price Indices,"Index, 2016=100",,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),"Fish (salmon), Farm Bred Norwegian Salmon, export price, US$ per kilogram",U.S. dollars,Units,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),"Shrimp, Frozen shell-on headless, block 16/20 count, Indian origin, C&F Japan, US$ per kilogram",U.S. dollars,Units,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),"Commodity Sugar Index includes European, Free market, and U.S. Price Indices","Index, 2016=100",,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),"Sugar, Free Market, Coffee Sugar and Cocoa Exchange (CSCE) contract no.11 nearest future position, US cents per pound",U.S. cents,Units,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),"Sugar, U.S. import price, contract no.14 nearest futures position, US cents per pound",U.S. cents,Units,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),"Bananas, Central American and Ecuador, FOB U.S. Ports, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),"Oranges, miscellaneous oranges French import price, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),"Commodity Beverage Price Index includes Coffee, Tea, and Cocoa","Index, 2016=100",,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),Commodity Coffee Price Index includes Other Mild Arabicas and Robusta,"Index, 2016=100",,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),"Coffee, Other Mild Arabicas, International Coffee Organization New York cash price, ex-dock New York, US cents per pound",U.S. cents,Units,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),"Coffee, Robusta, International Coffee Organization New York cash price, ex-dock New York, US cents per pound",U.S. cents,Units,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),"Cocoa beans, International Cocoa Organization cash price, CIF US and European ports, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),"Tea, Mombasa, Kenya, Auction Price, US cents per kilogram",U.S. cents,Units,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),"Commodity Agricultural Raw Materials Index includes Timber, Cotton, Wool, Rubber, and Hides Price Indices","Index, 2016=100",,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),Commodity Timber Index includes Hardwood and Softwood Price Indices,"Index, 2016=100",,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),Commodity Hardwood Price Index includes Hardwood Logs and Hardwood Sawn Price Indices,"Index, 2016=100",,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),"Hard Logs, Best quality Malaysian meranti, import price Japan, US$ per cubic meter",U.S. dollars,Units,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),"Hard Sawnwood, Dark Red Meranti, select and better quality, C&F U.K port, US$ per cubic meter",U.S. dollars,Units,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),Commodity Softwood Index includes Softwood Sawn and Softwood Logs Price Indices,"Index, 2016=100",,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),"Soft Logs, Average Export price from the U.S. for Douglas Fir, US$ per cubic meter",U.S. dollars,Units,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),"Soft Sawnwood, average export price of Douglas Fir, U.S. Price, US$ per cubic meter",U.S. dollars,Units,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),"Cotton, Cotton Outlook `A Index`, Middling 1-3/32 inch staple, CIF Liverpool, US cents per pound",U.S. cents,Units,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),Commodity Wool Index includes Coarse and Fine Wool Price Indices,"Index, 2016=100",,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),"Wool, fine, 19 micron, Australian Wool Exchange spot quote, US cents per kilogram",U.S. cents,Units,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),"Wool, coarse, 23 micron, Australian Wool Exchange spot quote, US cents per kilogram",U.S. cents,Units,,,,,,,,,,
Other advanced economies (Advanced economies excluding G7 and euro area),"Rubber, No.1 Rubber Smoked Sheet, FOB Maylaysian/Singapore, US cents per pound",U.S. cents,Units,,,,,,,,,,
